startX,startY,startZ,endX,endY,endZ,startRadius,endRadius,startDepth,endDepth
-43491.9,-105612.76,0,-43598.707,-105610.74,0,518.8883,519.3084,87.204,84.48066
-43388.383,-105492.84,0,-43519.21,-105558.46,0,475.92468,489.9667,83.20283,82.324615
-43385.027,-105623.43,0,-43491.9,-105612.76,0,518.5231,518.8883,90.56291,87.204
-43278.094,-105643.99,0,-43385.027,-105623.43,0,518.2297,518.5231,94.571556,90.56291
-43257.387,-105411.47,0,-43388.383,-105492.84,0,462.50848,475.92468,84.51543,83.20283
-42957.12,-105696.11,0,-43064.113,-105689.53,0,518.83295,518.2712,108.35882,103.7636
-42850.152,-105685.42,0,-42957.12,-105696.11,0,519.8219,518.83295,112.667816,108.35882
-43064.113,-105689.53,0,-43171.113,-105669.18,0,518.2712,518.1034,103.7636,99.06797
-42743.207,-105661.29,0,-42850.152,-105685.42,0,521.2004,519.8219,116.6524,112.667816
-43171.113,-105669.18,0,-43278.094,-105643.99,0,518.1034,518.2297,99.06797,94.571556
-42636.266,-105632.93,0,-42743.207,-105661.29,0,522.8796,521.2004,120.378365,116.6524
-42529.32,-105610.25,0,-42636.266,-105632.93,0,524.76263,522.8796,123.945,120.378365
-43123.633,-105318.61,0,-43257.387,-105411.47,0,449.67856,462.50848,86.15096,84.51543
-42991.47,-105212.66,0,-43123.633,-105318.61,0,437.45908,449.67856,87.44796,86.15096
-42869.844,-105088.195,0,-42991.47,-105212.66,0,425.87244,437.45908,87.491806,87.44796
-42767.145,-104940.26,0,-42869.844,-105088.195,0,414.90854,425.87244,85.64148,87.491806
-42686.062,-104768.664,0,-42767.145,-104940.26,0,404.53598,414.90854,81.856804,85.64148
-42621.438,-104579.805,0,-42686.062,-104768.664,0,394.6916,404.53598,77.04802,81.856804
-42562.266,-104384.99,0,-42621.438,-104579.805,0,385.21957,394.6916,71.986336,77.04802
-42496.805,-104196.15,0,-42562.266,-104384.99,0,375.85446,385.21957,67.23866,71.986336
-36051.83,-111719.41,0,-36171.008,-111570.77,0,188.38722,211.11975,89.91282,93.97587
-36171.008,-111570.77,0,-36284.793,-111417.79,0,211.11975,233.56003,93.97587,97.11617
-36284.793,-111417.79,0,-36382.316,-111251.93,0,233.56003,255.60213,97.11617,98.741486
-36382.316,-111251.93,0,-36461.44,-111071.53,0,255.60213,277.17725,98.741486,98.3874
-36461.44,-111071.53,0,-36532.06,-110884.4,0,277.17725,298.1971,98.3874,96.00185
-36532.06,-110884.4,0,-36612.12,-110704.69,0,298.1971,319.23215,96.00185,92.375885
-36612.12,-110704.69,0,-36718.426,-110545.64,0,319.23215,340.50952,92.375885,88.62792
-36718.426,-110545.64,0,-36857.383,-110412.3,0,340.50952,362.54474,88.62792,85.61393
-36857.383,-110412.3,0,-37021.16,-110298.55,0,362.54474,385.3495,85.61393,83.60444
-37021.16,-110298.55,0,-37191.46,-110190.03,0,385.3495,408.87402,83.60444,82.47166
-37191.46,-110190.03,0,-37348.887,-110071.53,0,408.87402,432.91293,82.47166,81.965164
-37348.887,-110071.53,0,-37482.65,-109934.58,0,432.91293,457.37305,81.965164,82.03298
-37482.65,-109934.58,0,-37595.22,-109781.14,0,457.37305,482.38562,82.03298,82.947426
-37595.22,-109781.14,0,-37699.44,-109621.38,0,482.38562,508.27017,82.947426,85.1668
-36613.664,-109653.72,0,-36749.508,-109652.93,0,527.2765,530.086,79.54686,78.74811
-37742.566,-109467.41,0,-37843.375,-109405.65,0,556.7339,560.2653,89.25024,92.16101
-37699.44,-109621.38,0,-37810.15,-109466.94,0,508.27017,535.3914,85.1668,89.15927
-37633.37,-109509.44,0,-37742.566,-109467.41,0,553.2557,556.7339,86.48235,89.25024
-37517.094,-109536.1,0,-37633.37,-109509.44,0,549.74664,553.2557,83.912445,86.48235
-37395.547,-109554.88,0,-37517.094,-109536.1,0,546.18555,549.74664,81.67439,83.912445
-37270.53,-109573.25,0,-37395.547,-109554.88,0,542.6369,546.18555,79.933495,81.67439
-37143.29,-109595.12,0,-37270.53,-109573.25,0,539.21124,542.6369,78.80303,79.933495
-37014.22,-109619.29,0,-37143.29,-109595.12,0,535.98987,539.21124,78.294365,78.80303
-36883.074,-109640.51,0,-37014.22,-109619.29,0,532.97095,535.98987,78.31517,78.294365
-36749.508,-109652.93,0,-36883.074,-109640.51,0,530.086,532.97095,78.74811,78.31517
-36476.5,-109645.12,0,-36613.664,-109653.72,0,524.5779,527.2765,80.76543,79.54686
-36339.664,-109633.62,0,-36476.5,-109645.12,0,522.1418,524.5779,82.48012,80.76543
-36205.004,-109626.91,0,-36339.664,-109633.62,0,520.1755,522.1418,84.67758,82.48012
-36073.984,-109630.38,0,-36205.004,-109626.91,0,518.8398,520.1755,87.21729,84.67758
-35947.418,-109645.305,0,-36073.984,-109630.38,0,518.1792,518.8398,89.925026,87.21729
-37810.15,-109466.94,0,-37935.184,-109324.05,0,535.3914,563.9375,89.15927,95.209015
-37843.375,-109405.65,0,-37935.184,-109324.05,0,560.2653,563.9375,92.16101,95.209015
-37935.184,-109324.05,0,-38050.324,-109206.84,0,563.9375,569.0689,95.209015,99.74346
-38050.324,-109206.84,0,-38167.453,-109091.32,0,569.0689,574.5513,99.74346,105.04572
-38167.453,-109091.32,0,-38282.715,-108973.81,0,574.5513,580.2043,105.04572,110.66223
-38282.715,-108973.81,0,-38390.8,-108849.27,0,580.2043,585.8695,110.66223,116.030426
-38390.8,-108849.27,0,-38488.688,-108714.86,0,585.8695,591.45264,116.030426,120.74088
-38488.688,-108714.86,0,-38578.246,-108572.42,0,591.45264,596.9001,120.74088,124.74243
-38578.246,-108572.42,0,-38666.09,-108428.35,0,596.9001,602.15173,124.74243,128.30563
-38666.09,-108428.35,0,-38760.668,-108290.87,0,602.15173,607.0999,128.30563,131.5501
-38760.668,-108290.87,0,-38868.164,-108165.945,0,607.0999,611.5657,131.5501,134.16457
-38868.164,-108165.945,0,-38989.562,-108054.61,0,611.5657,615.31506,134.16457,135.52805
-38989.562,-108054.61,0,-39120.42,-107952.62,0,615.31506,618.1526,135.52805,134.93867
-39120.42,-107952.62,0,-39253.58,-107853.13,0,618.1526,620.0176,134.93867,132.16652
-39253.58,-107853.13,0,-39383.176,-107750.59,0,620.0176,620.9783,132.16652,127.46154
-41263.098,-105887.19,0,-41433.715,-105811.13,0,562.8717,555.9537,132.07056,136.59824
-41089.266,-105967.66,0,-41263.098,-105887.19,0,570.3067,562.8717,125.63992,132.07056
-40921.367,-106062.76,0,-41089.266,-105967.66,0,577.7198,570.3067,118.21163,125.63992
-40769.156,-106183.52,0,-40921.367,-106062.76,0,584.5425,577.7198,110.87699,118.21163
-40637.48,-106334.68,0,-40769.156,-106183.52,0,590.44214,584.5425,104.45016,110.87699
-40523.28,-106510.75,0,-40637.48,-106334.68,0,595.4375,590.44214,99.38284,104.45016
-40416.8,-106697.75,0,-40523.28,-106510.75,0,599.8291,595.4375,95.866776,99.38284
-40306.34,-106879.13,0,-40416.8,-106697.75,0,603.9964,599.8291,94.01751,95.866776
-40183.785,-107042.99,0,-40306.34,-106879.13,0,608.1611,603.9964,94.05637,94.01751
-40047.86,-107186.164,0,-40183.785,-107042.99,0,612.2458,608.1611,96.40059,94.05637
-39903.23,-107313.15,0,-40047.86,-107186.164,0,615.9201,612.2458,101.16076,96.40059
-39756.297,-107430.65,0,-39903.23,-107313.15,0,618.8111,615.9201,107.826996,101.16076
-39630.215,-107535.15,0,-39756.297,-107430.65,0,620.4329,618.8111,114.57759,107.826996
-39507.668,-107643.57,0,-39630.215,-107535.15,0,621.11945,620.4329,121.372604,114.57759
-39383.176,-107750.59,0,-39507.668,-107643.57,0,620.9783,621.11945,127.46154,121.372604
-41597.53,-105736.39,0,-41758.062,-105668.99,0,549.8038,544.321,138.87553,139.13472
-41758.062,-105668.99,0,-41923.457,-105620.88,0,544.321,539.1987,139.13472,137.9077
-41923.457,-105620.88,0,-42101.457,-105603.516,0,539.1987,534.17664,137.9077,135.54587
-42422.348,-105598.836,0,-42529.32,-105610.25,0,526.79944,524.76263,127.397064,123.945
-42101.457,-105603.516,0,-42208.4,-105601.55,0,534.17664,531.4489,135.54587,133.44412
-42208.4,-105601.55,0,-42315.367,-105597.86,0,531.4489,529.0077,133.44412,130.64165
-42315.367,-105597.86,0,-42422.348,-105598.836,0,529.0077,526.79944,130.64165,127.397064
-42417.78,-104021.445,0,-42496.805,-104196.15,0,366.31097,375.85446,63.02986,67.23866
-42324.812,-103863.28,0,-42417.78,-104021.445,0,356.3997,366.31097,59.559944,63.02986
-42222.832,-103719.57,0,-42324.812,-103863.28,0,346.05624,356.3997,57.133163,59.559944
-42117.523,-103587.64,0,-42222.832,-103719.57,0,335.27618,346.05624,55.943436,57.133163
-42032.727,-103506.74,0,-42117.523,-103587.64,0,335.88412,335.27618,56.23444,55.943436
-41937.35,-103454.2,0,-42032.727,-103506.74,0,335.90048,335.88412,56.38277,56.23444
-41832.62,-103425.33,0,-41937.35,-103454.2,0,335.46854,335.90048,56.328278,56.38277
-41720.305,-103408.234,0,-41832.62,-103425.33,0,334.84015,335.46854,56.324493,56.328278
-41433.715,-105811.13,0,-41597.53,-105736.39,0,555.9537,549.8038,136.59824,138.87553
-40149.836,-103441.07,0,-40275.35,-103445.61,0,326.11942,326.99734,81.59838,77.657486
-40275.35,-103445.61,0,-40405.723,-103435.88,0,326.99734,327.75037,77.657486,73.90086
-39974.7,-103414.125,0,-40149.836,-103441.07,0,325.94473,326.11942,87.4204,81.59838
-40405.723,-103435.88,0,-40540.39,-103407.59,0,327.75037,328.4576,73.90086,70.63127
-41602.273,-103389.42,0,-41720.305,-103408.234,0,334.23798,334.84015,56.74389,56.324493
-39804.97,-103367.87,0,-39974.7,-103414.125,0,325.29675,325.94473,92.79739,87.4204
-40540.39,-103407.59,0,-40678.21,-103364.54,0,328.4576,329.222,70.63127,68.09849
-41480,-103361.016,0,-41602.273,-103389.42,0,333.74268,334.23798,57.823746,56.74389
-41354.203,-103325.01,0,-41480,-103361.016,0,333.28268,333.74268,59.516987,57.823746
-40678.21,-103364.54,0,-40817.395,-103318.77,0,329.222,330.1008,68.09849,66.29802
-41224.953,-103292.22,0,-41354.203,-103325.01,0,332.71957,333.28268,61.497093,59.516987
-40817.395,-103318.77,0,-40955.938,-103285.61,0,330.1008,331.05505,66.29802,64.87669
-41092.113,-103276.25,0,-41224.953,-103292.22,0,331.967,332.71957,63.348053,61.497093
-40955.938,-103285.61,0,-41092.113,-103276.25,0,331.05505,331.967,64.87669,63.348053
-39634.75,-103309.734,0,-39804.97,-103367.87,0,324.13074,325.29675,97.51502,92.79739
-39466.004,-103239.19,0,-39634.75,-103309.734,0,322.40344,324.13074,101.17519,97.51502
-39307.71,-103148.4,0,-39466.004,-103239.19,0,320.1097,322.40344,103.26782,101.17519
-39170.625,-103027.73,0,-39307.71,-103148.4,0,317.34348,320.1097,103.43446,103.26782
-39060.418,-102872.805,0,-39170.625,-103027.73,0,314.31116,317.34348,101.66922,103.43446
-38973.348,-102688.87,0,-39060.418,-102872.805,0,311.25937,314.31116,98.440926,101.66922
-38896.93,-102490.18,0,-38973.348,-102688.87,0,308.36945,311.25937,94.74998,98.440926
-38815.41,-102294.36,0,-38896.93,-102490.18,0,305.70688,308.36945,91.42561,94.74998
-38716.99,-102114.98,0,-38815.41,-102294.36,0,303.27057,305.70688,89.204414,91.42561
-38598.734,-101956.44,0,-38716.99,-102114.98,0,301.0775,303.27057,87.8748,89.204414
-38466.562,-101814.1,0,-38598.734,-101956.44,0,299.2033,301.0775,86.879654,87.8748
-38330.39,-101679.2,0,-38466.562,-101814.1,0,297.75732,299.2033,85.893906,86.879654
-38197.445,-101545.74,0,-38330.39,-101679.2,0,296.81564,297.75732,84.91871,85.893906
-38067.703,-101415.16,0,-38197.445,-101545.74,0,296.36188,296.81564,83.98518,84.91871
-37930.91,-101313.37,0,-38067.703,-101415.16,0,294.18573,296.36188,82.4778,83.98518
-35941.395,-103503.31,0,-36070.426,-103353.65,0,258.1446,259.2198,89.695915,88.84691
-36070.426,-103353.65,0,-36194.82,-103172.88,0,259.2198,260.2715,88.84691,88.57148
-36194.82,-103172.88,0,-36323.2,-102975.87,0,260.2715,261.41647,88.57148,88.46402
-36323.2,-102975.87,0,-36464.598,-102777.9,0,261.41647,262.7898,88.46402,87.713295
-36464.598,-102777.9,0,-36622.156,-102588.28,0,262.7898,264.50766,87.713295,85.74642
-36622.156,-102588.28,0,-36790.08,-102407.18,0,264.50766,266.6652,85.74642,82.84127
-36790.08,-102407.18,0,-36955.676,-102227.77,0,266.6652,269.31644,82.84127,79.79172
-36955.676,-102227.77,0,-37105.62,-102042.57,0,269.31644,272.42828,79.79172,77.27471
-37105.62,-102042.57,0,-37232.84,-101850.47,0,272.42828,275.8962,77.27471,75.669464
-37232.84,-101850.47,0,-37340.215,-101660.49,0,275.8962,279.5608,75.669464,75.12419
-37340.215,-101660.49,0,-37438.99,-101490.16,0,279.5608,283.19702,75.12419,75.5655
-37438.99,-101490.16,0,-37542.69,-101359.35,0,283.19702,286.5556,75.5655,76.77421
-37542.69,-101359.35,0,-37660.266,-101283.266,0,286.5556,289.4744,76.77421,78.5122
-37792.043,-101268.32,0,-37930.91,-101313.37,0,291.964,294.18573,80.53016,82.4778
-37660.266,-101283.266,0,-37792.043,-101268.32,0,289.4744,291.964,78.5122,80.53016
-35714.35,-112224.52,0,-35819.902,-112048.15,0,183.26926,185.14668,87.17283,87.74534
-35599.89,-112392.03,0,-35714.35,-112224.52,0,181.16742,183.26926,86.82484,87.17283
-35459.04,-112532.125,0,-35599.89,-112392.03,0,178.9282,181.16742,85.98941,86.82484
-35282.715,-112635.14,0,-35459.04,-112532.125,0,176.75168,178.9282,83.81133,85.98941
-35077.18,-112707.625,0,-35282.715,-112635.14,0,174.83417,176.75168,79.912224,83.81133
-34862.613,-112770.836,0,-35077.18,-112707.625,0,173.19887,174.83417,75.00587,79.912224
-34663.79,-112850.87,0,-34862.613,-112770.836,0,171.62828,173.19887,70.68749,75.00587
-34498.004,-112965.95,0,-34663.79,-112850.87,0,169.79478,171.62828,67.92406,70.68749
-34367,-113117.85,0,-34498.004,-112965.95,0,167.48817,169.79478,66.4241,67.92406
-34257.35,-113292.28,0,-34367,-113117.85,0,164.7645,167.48817,64.936104,66.4241
-34148.91,-113467.9,0,-34257.35,-113292.28,0,161.91348,164.7645,62.444855,64.936104
-34026.32,-113628.41,0,-34148.91,-113467.9,0,159.25732,161.91348,58.984554,62.444855
-33886.945,-113770.914,0,-34026.32,-113628.41,0,156.92363,159.25732,55.443043,58.984554
-33740.8,-113905.945,0,-33886.945,-113770.914,0,154.7581,156.92363,52.73379,55.443043
-33623.875,-114025.49,0,-33740.8,-113905.945,0,154.48929,154.7581,51.501152,52.73379
-33516,-114157.18,0,-33623.875,-114025.49,0,153.99072,154.48929,50.999897,51.501152
-33410.41,-114292.16,0,-33516,-114157.18,0,153.4253,153.99072,51.353767,50.999897
-33292.695,-114411.56,0,-33410.41,-114292.16,0,153.18765,153.4253,52.93742,51.353767
-33149.71,-114498.23,0,-33292.695,-114411.56,0,153.66307,153.18765,56.10843,52.93742
-32978.496,-114548.24,0,-33149.71,-114498.23,0,154.96014,153.66307,60.93646,56.10843
-32789.707,-114575.48,0,-32978.496,-114548.24,0,156.77942,154.96014,66.91814,60.93646
-32603.453,-114606.14,0,-32789.707,-114575.48,0,158.52063,156.77942,72.93863,66.91814
-32439.566,-114666.1,0,-32603.453,-114606.14,0,159.59938,158.52063,77.89551,72.93863
-32307.783,-114768.016,0,-32439.566,-114666.1,0,159.75296,159.59938,81.304016,77.89551
-30263.912,-117316.33,0,-30318.252,-117117.88,0,153.24995,153.45999,57.926914,61.33159
-30318.252,-117117.88,0,-30339.215,-116893.45,0,153.45999,154.14777,61.33159,65.339714
-30339.215,-116893.45,0,-30355.477,-116665.51,0,154.14777,155.1801,65.339714,68.32824
-30355.477,-116665.51,0,-30402.191,-116461.51,0,155.1801,156.21245,68.32824,69.246216
-30402.191,-116461.51,0,-30503.512,-116300.375,0,156.21245,156.89139,69.246216,68.78184
-30503.512,-116300.375,0,-30660.623,-116183.23,0,156.89139,157.04848,68.78184,68.24574
-30660.623,-116183.23,0,-30852.074,-116093.58,0,157.04848,156.78027,68.24574,68.61418
-30852.074,-116093.58,0,-31046.045,-116006.92,0,156.78027,156.40297,68.61418,70.17277
-31046.045,-116006.92,0,-31217.611,-115904.1,0,156.40297,156.26685,70.17277,72.70963
