startX,startY,startZ,endX,endY,endZ,startRadius,endRadius
-36206.72,-109637.516,0,-36344.086,-109660.97,0,622.3695,645.14386
-36074.266,-109632.11,0,-36206.72,-109637.516,0,602.59064,622.3695
-35947.418,-109645.305,0,-36074.266,-109632.11,0,598.41113,602.59064
-37815.98,-109471.52,0,-37935.184,-109324.05,0,486.0829,513.58655
-37843.223,-109404.71,0,-37935.184,-109324.05,0,514.3153,513.58655
-37935.184,-109324.05,0,-38053.492,-109209.89,0,513.58655,521.81537
-38053.492,-109209.89,0,-38178.855,-109102.29,0,521.81537,547.9732
-38178.855,-109102.29,0,-38301.44,-108991.82,0,547.9732,596.8601
-38301.44,-108991.82,0,-38407.918,-108865.74,0,596.8601,647.94556
-38407.918,-108865.74,0,-38490.484,-108716.586,0,647.94556,666.32745
-38490.484,-108716.586,0,-38553.125,-108548.26,0,666.32745,627.3437
-38553.125,-108548.26,0,-38611.273,-108375.63,0,627.3437,537.2612
-38611.273,-108375.63,0,-38684.81,-108217.9,0,537.2612,434.24622
-38684.81,-108217.9,0,-38788.145,-108088.984,0,434.24622,367.37296
-38788.145,-108088.984,0,-38923.113,-107990.695,0,367.37296,367.1794
-38923.113,-107990.695,0,-39078.484,-107912.28,0,367.1794,427.74905
-39078.484,-107912.28,0,-39236.46,-107836.664,0,427.74905,512.5564
-39236.46,-107836.664,0,-39382.37,-107749.82,0,512.5564,579.6879
-41247.14,-105866.7,0,-41442.242,-105822.08,0,503.86508,579.9832
-41038.31,-105902.25,0,-41247.14,-105866.7,0,406.30267,503.86508
-40837.46,-105955.06,0,-41038.31,-105902.25,0,342.8794,406.30267
-40667.68,-106053.27,0,-40837.46,-105955.06,0,357.24408,342.8794
-40541.02,-106210.87,0,-40667.68,-106053.27,0,449.22296,357.24408
-40451.742,-106418.93,0,-40541.02,-106210.87,0,573.0932,449.22296
-40379.062,-106649.31,0,-40451.742,-106418.93,0,668.1155,573.0932
-40297.812,-106868.19,0,-40379.062,-106649.31,0,698.55286,668.1155
-40190.91,-107052.14,0,-40297.812,-106868.19,0,673.284,698.55286
