startX,startY,startZ,endX,endY,endZ,startRadius,endRadius
-144822.1,-101915.49,0,-144965.16,-102088.97,0,530.45966,548.174
-144677.12,-101759.414,0,-144822.1,-101915.49,0,502.94882,530.45966
-144526.45,-101631.8,0,-144677.12,-101759.414,0,487.05133,502.94882
-144385,-101521.57,0,-144526.45,-101631.8,0,483.72775,487.05133
-144052.08,-107096.48,0,-144080.14,-107183.66,0,534.06177,515.1031
-144062.2,-107003.24,0,-144052.08,-107096.48,0,555.21747,534.06177
-144044.14,-106545.88,0,-144090.88,-106674.16,0,390.22388,445.47864
-143986.44,-106412.13,0,-144044.14,-106545.88,0,384.20728,390.22388
-143948.98,-106277.445,0,-143986.44,-106412.13,0,435.27213,384.20728
-143956.9,-106145.68,0,-143948.98,-106277.445,0,514.87695,435.27213
-144015.81,-106018.61,0,-143956.9,-106145.68,0,579.0724,514.87695
-144109.2,-105895.664,0,-144015.81,-106018.61,0,600.217,579.0724
-143994.5,-104111.52,0,-144067.27,-104320.02,0,400.7948,458.29633
-143861.88,-103953.75,0,-143994.5,-104111.52,0,321.20554,400.7948
-143658.28,-103860.11,0,-143861.88,-103953.75,0,248.74872,321.20554
-143399.34,-103817.33,0,-143658.28,-103860.11,0,204.6205,248.74872
-143121.12,-103792.11,0,-143399.34,-103817.33,0,188.60759,204.6205
-142862.89,-103747.93,0,-143121.12,-103792.11,0,183.90115,188.60759
-142649.03,-103662.84,0,-142862.89,-103747.93,0,173.14406,183.90115
-142480.56,-103538.28,0,-142649.03,-103662.84,0,150.54482,173.14406
-142339.89,-103393.89,0,-142480.56,-103538.28,0,121.21394,150.54482
-142206.5,-103252.33,0,-142339.89,-103393.89,0,91.92717,121.21394
-142327.22,-101615.73,0,-142306.52,-101754.76,0,72.97706,78.21074
-142320.84,-101477.555,0,-142327.22,-101615.73,0,72.28585,72.97706
-142312.52,-101342.55,0,-142320.84,-101477.555,0,73.0524,72.28585
-142314.92,-101212.36,0,-142312.52,-101342.55,0,72.62667,73.0524
-142133.1,-103157.38,0,-142206.5,-103252.33,0,90.9754,91.92717
-142074.98,-103053.76,0,-142133.1,-103157.38,0,88.35074,90.9754
-142008.33,-102941.18,0,-142074.98,-103053.76,0,82.2749,88.35074
-141925.12,-102820.19,0,-142008.33,-102941.18,0,74.93766,82.2749
-141840.19,-102692.56,0,-141925.12,-102820.19,0,71.45799,74.93766
-141784.12,-102560.9,0,-141840.19,-102692.56,0,75.65402,71.45799
-141857.73,-102294.7,0,-141786.45,-102427.766,0,97.3868,86.31561
-141981.73,-102161.82,0,-141857.73,-102294.7,0,102.13621,97.3868
-142121.81,-102028.15,0,-141981.73,-102161.82,0,97.966606,102.13621
-142238.2,-101892.56,0,-142121.81,-102028.15,0,87.98271,97.966606
-142306.52,-101754.76,0,-142238.2,-101892.56,0,78.21074,87.98271
-141786.45,-102427.766,0,-141784.12,-102560.9,0,86.31561,75.65402
-127806.24,-101445.27,0,-127690.414,-101318.92,0,30.734455,33.66692
-127690.414,-101318.92,0,-127554.39,-101203.36,0,33.66692,36.41652
-127554.39,-101203.36,0,-127417.22,-101085.195,0,36.41652,40.52572
-127417.22,-101085.195,0,-127299.39,-100949.836,0,40.52572,47.195168
-127299.39,-100949.836,0,-127210.48,-100791.055,0,47.195168,55.479687
-127210.48,-100791.055,0,-127142.555,-100615.945,0,55.479687,62.148537
-127142.555,-100615.945,0,-127073.62,-100442.31,0,62.148537,63.852795
-127073.62,-100442.31,0,-126979.51,-100289.59,0,63.852795,60.035767
-126979.51,-100289.59,0,-126847.68,-100168.414,0,60.035767,53.995235
-126847.68,-100168.414,0,-126684.87,-100074.66,0,53.995235,50.8391
-126589.79,-130133.49,0,-126748.48,-130167.31,0,89.31134,99.57737
-126429.63,-130120.69,0,-126589.79,-130133.49,0,87.73727,89.31134
-126270.64,-130112.83,0,-126429.63,-130120.69,0,92.74404,87.73727
-126115.09,-130097.79,0,-126270.64,-130112.83,0,98.71386,92.74404
-125964.31,-130074.87,0,-126115.09,-130097.79,0,101.67394,98.71386
-125818.48,-130055.03,0,-125964.31,-130074.87,0,102.14187,101.67394
-125709.18,-130036.32,0,-125818.48,-130055.03,0,103.4957,102.14187
-125601.41,-130003.11,0,-125709.18,-130036.32,0,105.84088,103.4957
-125493.484,-129971.32,0,-125601.41,-130003.11,0,105.2266,105.84088
-125383.11,-129962.91,0,-125493.484,-129971.32,0,98.529526,105.2266
-125268.836,-129991.53,0,-125383.11,-129962.91,0,87.558205,98.529526
-125151.195,-130052.33,0,-125268.836,-129991.53,0,79.02068,87.558205
-125032.64,-130121.85,0,-125151.195,-130052.33,0,79.83599,79.02068
